wiktionary-cldr-merge	spa	http://wiktionary.org/	CC BY-SA
01664172-v	spa:lemma	cocinar	
01664172-v	spa:lemma	preparar	
01666327-v	spa:lemma	coser	
01667607-v	spa:lemma	bordar	
01668421-v	spa:lemma	ilustrar	
01673891-v	spa:lemma	tejer	
01673891-v	spa:lemma	entretejer	
01675963-v	spa:lemma	adornar	
01675963-v	spa:lemma	ornar	
01675963-v	spa:lemma	engalanar	
01675963-v	spa:lemma	decorar	
01680756-v	spa:lemma	animalizar	
01681333-v	spa:lemma	tatuar	
01681723-v	spa:lemma	esmaltar	
01682761-v	spa:lemma	lacar	
01682761-v	spa:lemma	laquear	
01684899-v	spa:lemma	pintar	
01688256-v	spa:lemma	representar	
01690294-v	spa:lemma	dibujar	
01691057-v	spa:lemma	escribir	
01693324-v	spa:lemma	garabatear	
01693881-v	spa:lemma	copiar	
01694376-v	spa:lemma	calcar	
01694984-v	spa:lemma	clonar	
01696648-v	spa:lemma	colorar	
01696648-v	spa:lemma	colorear	
01696648-v	spa:lemma	teñir	
01697027-v	spa:lemma	modelar	
01697027-v	spa:lemma	moldear	
01697406-v	spa:lemma	modelar	
01697986-v	spa:lemma	acuñar	
01699896-v	spa:lemma	deletrear	
01704452-v	spa:lemma	escribir	
01704953-v	spa:lemma	anotar	
01704953-v	spa:lemma	apostillar	
01704953-v	spa:lemma	acotar	
01706631-v	spa:lemma	transportar	
01708113-v	spa:lemma	transcribir	
01711445-v	spa:lemma	montar	
01712450-v	spa:lemma	microfilmar	
01712704-v	spa:lemma	hacer	
01714208-v	spa:lemma	actuar	
01714208-v	spa:lemma	cantar	
01714208-v	spa:lemma	danzar	
01714208-v	spa:lemma	ejecutar	
01717851-v	spa:lemma	debutar	
01719921-v	spa:lemma	actuar	
01722980-v	spa:lemma	mostrar	
01722980-v	spa:lemma	graficar	
01722980-v	spa:lemma	proyectar	
01723224-v	spa:lemma	practicar	
01723224-v	spa:lemma	ensayar	
01726172-v	spa:lemma	tocar	
01728355-v	spa:lemma	acompañar	
01728840-v	spa:lemma	improvisar	
01729431-v	spa:lemma	cantar	
01735308-v	spa:lemma	duplicar	
01736299-v	spa:lemma	fotocopiar	
01738597-v	spa:lemma	desarrollar	
01738774-v	spa:lemma	desarrollar	
01740608-v	spa:lemma	arar	
01741864-v	spa:lemma	arar	
01741864-v	spa:lemma	labrar	
01742415-v	spa:lemma	escarificar	
01742726-v	spa:lemma	cultivar	
01742886-v	spa:lemma	imitar	
01743784-v	spa:lemma	estructurar	
01743784-v	spa:lemma	estampar	
01743784-v	spa:lemma	perfilar	
01745536-v	spa:lemma	tabular	
01747945-v	spa:lemma	imprimir	
01749790-v	spa:lemma	grabar	
01751173-v	spa:lemma	sobreactuar	
01753788-v	spa:lemma	crear	
01753788-v	spa:lemma	generar	
01757994-v	spa:lemma	librar	
01762283-v	spa:lemma	excitar	
01763829-v	spa:lemma	calmarse	
01764800-v	spa:lemma	calmar	
01764800-v	spa:lemma	callar	
01764800-v	spa:lemma	tranquilizar	
01765392-v	spa:lemma	apaciguar	
01765392-v	spa:lemma	sosegar	
01765392-v	spa:lemma	calmar	
01765392-v	spa:lemma	aplacar	
01767949-v	spa:lemma	afectar	
01767949-v	spa:lemma	conmover	
01769902-v	spa:lemma	impresionar	
01770501-v	spa:lemma	perturbar	
01770501-v	spa:lemma	molestar	
01770802-v	spa:lemma	tocar	
01771535-v	spa:lemma	sentir	
01772498-v	spa:lemma	ser	
01772498-v	spa:lemma	orgulloso	
01772498-v	spa:lemma	de	
01772498-v	spa:lemma	enorgullecerse	
01773130-v	spa:lemma	mantener	
01774136-v	spa:lemma	odiar	
01774136-v	spa:lemma	detestar	
01774426-v	spa:lemma	aborrecer	
01774426-v	spa:lemma	detestar	
01774426-v	spa:lemma	abominar	
01774799-v	spa:lemma	desdeñar	
01774799-v	spa:lemma	despreciar	
01774799-v	spa:lemma	menospreciar	
01775164-v	spa:lemma	hacer	
01775164-v	spa:lemma	el	
01775164-v	spa:lemma	amor	
01775535-v	spa:lemma	amar	
01775535-v	spa:lemma	querer	
01776952-v	spa:lemma	gustar	
01777210-v	spa:lemma	gustar	
01777817-v	spa:lemma	adorar	
01778017-v	spa:lemma	reverenciar	
01778017-v	spa:lemma	idolatrar	
01779165-v	spa:lemma	asustar	
01779165-v	spa:lemma	atemorizar	
01779165-v	spa:lemma	espantar	
01780202-v	spa:lemma	temer	
01780202-v	spa:lemma	tener	
01780202-v	spa:lemma	miedo	
01780202-v	spa:lemma	de	
01780941-v	spa:lemma	aterrar	
01786760-v	spa:lemma	fastidiar	
01786906-v	spa:lemma	enfurecer	
01787955-v	spa:lemma	molestar	
01787955-v	spa:lemma	agobiar	
01787955-v	spa:lemma	disgustarse	
01787955-v	spa:lemma	vejar	
01789514-v	spa:lemma	plagar	
01789514-v	spa:lemma	molestar	
01789514-v	spa:lemma	atormentar	
01789514-v	spa:lemma	fastidiar	
01789514-v	spa:lemma	fregar	
01789514-v	spa:lemma	aperrear	
01791756-v	spa:lemma	distraer	
01792097-v	spa:lemma	confundir	
01792097-v	spa:lemma	avergonzar	
01792097-v	spa:lemma	abochornar	
01792567-v	spa:lemma	apenar	
01792567-v	spa:lemma	doler	
01793177-v	spa:lemma	herir	
01794363-v	spa:lemma	agonizar	
01795428-v	spa:lemma	perder	
01795428-v	spa:lemma	los	
01795428-v	spa:lemma	estribos	
01795888-v	spa:lemma	enfurecer	
01795888-v	spa:lemma	ensañar	
01796346-v	spa:lemma	hacer	
01796346-v	spa:lemma	cosquillas	
01796582-v	spa:lemma	lamentar	
01796582-v	spa:lemma	sentir	
01796582-v	spa:lemma	arrepentir	
01798936-v	spa:lemma	decepcionar	
01798936-v	spa:lemma	fallar	
01801297-v	spa:lemma	deshumanizar	
01803380-v	spa:lemma	fastidiar	
01803380-v	spa:lemma	molestar	
01804595-v	spa:lemma	congraciarse	
01805523-v	spa:lemma	echar	
01805523-v	spa:lemma	de	
01805523-v	spa:lemma	menos	
01805523-v	spa:lemma	extrañar	
01807882-v	spa:lemma	atraer	
01808769-v	spa:lemma	repulsar	
01810933-v	spa:lemma	desesperar	
01813053-v	spa:lemma	apenar	
01814815-v	spa:lemma	consolar	
01816219-v	spa:lemma	titilar	
01817314-v	spa:lemma	encantar	
01819147-v	spa:lemma	descorazonar	
01819147-v	spa:lemma	acobardar	
01820901-v	spa:lemma	exasperar	
01821884-v	spa:lemma	aburrir	
01821996-v	spa:lemma	tener	
01821996-v	spa:lemma	lástima	
01822936-v	spa:lemma	importar	
01822936-v	spa:lemma	interesar	
01823370-v	spa:lemma	alegrarse	
01823528-v	spa:lemma	alienar	
01825237-v	spa:lemma	querer	
01825237-v	spa:lemma	desear	
01826184-v	spa:lemma	tener	
01826184-v	spa:lemma	ganas	
01826184-v	spa:lemma	apetecer	
01826723-v	spa:lemma	esperar	
01827425-v	spa:lemma	babear	
01827425-v	spa:lemma	salivar	
01827619-v	spa:lemma	envidiar	
01827858-v	spa:lemma	admirar	
01828405-v	spa:lemma	desear	
01828405-v	spa:lemma	anhelar	
01828736-v	spa:lemma	disfrutar	
01830192-v	spa:lemma	entusiasmar	
01831531-v	spa:lemma	mover	
01835280-v	spa:lemma	gravitar	
01835496-v	spa:lemma	ir	
01838651-v	spa:lemma	flotar	
01842204-v	spa:lemma	salir	
01842367-v	spa:lemma	desertar	
01843689-v	spa:lemma	visitar	
01844048-v	spa:lemma	inspeccionar	
01844431-v	spa:lemma	frecuentar	
01844653-v	spa:lemma	navegar	
01845229-v	spa:lemma	recorrer	
01845720-v	spa:lemma	viajar	
01846320-v	spa:lemma	navegar	
01849221-v	spa:lemma	venir	
01849746-v	spa:lemma	aproximar	
01852468-v	spa:lemma	torcerse	
01852468-v	spa:lemma	moverse	
01853310-v	spa:lemma	bombear	
01855155-v	spa:lemma	trasplantar	
01855447-v	spa:lemma	escanear	
01855606-v	spa:lemma	mudar	
01859221-v	spa:lemma	parar	
01860795-v	spa:lemma	parar	
01863593-v	spa:lemma	frenar	
01864230-v	spa:lemma	empezar	
01864230-v	spa:lemma	comenzar	
01866192-v	spa:lemma	rodar	
01866192-v	spa:lemma	rodear	
01866872-v	spa:lemma	girar	
01868370-v	spa:lemma	retorcer	
01868370-v	spa:lemma	serpentear	
01870275-v	spa:lemma	resbalar	
01870275-v	spa:lemma	deslizar	
01870275-v	spa:lemma	patinar	
01871979-v	spa:lemma	empujar	
01875295-v	spa:lemma	mecer	
01880113-v	spa:lemma	golpear	
01880113-v	spa:lemma	azotar	
01881180-v	spa:lemma	errar	
01881180-v	spa:lemma	vagar	
01881180-v	spa:lemma	divagar	
01881180-v	spa:lemma	deambular	
01883716-v	spa:lemma	retozar	
01883716-v	spa:lemma	juguetear	
01885580-v	spa:lemma	abanicar	
01885580-v	spa:lemma	ventilar	
01885845-v	spa:lemma	rampar	
01885845-v	spa:lemma	gatear	
01885845-v	spa:lemma	arrastrarse	
01886488-v	spa:lemma	resbalar	
01887020-v	spa:lemma	rodar	
01887576-v	spa:lemma	deslizar	
01888165-v	spa:lemma	culebrear	
01888165-v	spa:lemma	serpentear	
01888165-v	spa:lemma	hacer	
01888165-v	spa:lemma	culebra	
01888511-v	spa:lemma	temblar	
01889610-v	spa:lemma	agitar	
01890088-v	spa:lemma	convulsionar	
01890088-v	spa:lemma	crispar	
01891249-v	spa:lemma	vibrar	
01891638-v	spa:lemma	sacudir	
01891638-v	spa:lemma	zarandear	
01891638-v	spa:lemma	convulsionar	
01891638-v	spa:lemma	estremecer	
01892104-v	spa:lemma	rebotar	
01893313-v	spa:lemma	zozobrar	
01894320-v	spa:lemma	revolver	
01894649-v	spa:lemma	bailar	
01894649-v	spa:lemma	danzar	
01895612-v	spa:lemma	valsar	
01900408-v	spa:lemma	tropezar	
01900760-v	spa:lemma	hacer	
01900760-v	spa:lemma	topezar	
01902783-v	spa:lemma	flotar	
01904293-v	spa:lemma	flotar	
01904930-v	spa:lemma	caminar	
01904930-v	spa:lemma	andar	
01907076-v	spa:lemma	pasear	
01907258-v	spa:lemma	girar	
01910965-v	spa:lemma	deambular	
01911526-v	spa:lemma	circunnavegar	
01911888-v	spa:lemma	moverse	
01911888-v	spa:lemma	con	
01911888-v	spa:lemma	sigilo	
01912159-v	spa:lemma	atravesar	
01913363-v	spa:lemma	infiltrar	
01913849-v	spa:lemma	vadear	
01914453-v	spa:lemma	codear	
01914453-v	spa:lemma	empujar	
01915365-v	spa:lemma	atravesar	
01916214-v	spa:lemma	vadear	
01916960-v	spa:lemma	ser	
01916960-v	spa:lemma	sonámbulo	
01916960-v	spa:lemma	pasearse	
01916960-v	spa:lemma	dormido	
01917244-v	spa:lemma	cojear	
01917549-v	spa:lemma	arrastrar	
01917549-v	spa:lemma	arrastrar	
01917549-v	spa:lemma	los	
01917549-v	spa:lemma	pies	
01917845-v	spa:lemma	arrastrar	
01917980-v	spa:lemma	pasearse	
01917980-v	spa:lemma	pasear	
01918183-v	spa:lemma	deambular	
01918183-v	spa:lemma	callejear	
01919226-v	spa:lemma	pasear	
01919391-v	spa:lemma	marchar	
01921204-v	spa:lemma	caminar	
01921204-v	spa:lemma	pesadamente	
01921772-v	spa:lemma	trepar	
01921964-v	spa:lemma	montar	
01921964-v	spa:lemma	trepar	
01921964-v	spa:lemma	ascender	
01921964-v	spa:lemma	escalar	
01921964-v	spa:lemma	subir	
01922466-v	spa:lemma	escalar	
01923058-v	spa:lemma	rápel	
01923414-v	spa:lemma	montar	
01925694-v	spa:lemma	errar	
01925694-v	spa:lemma	divagar	
01925694-v	spa:lemma	callejear	
01925694-v	spa:lemma	vagabundear	
01926311-v	spa:lemma	correr	
01927330-v	spa:lemma	correr	
01928579-v	spa:lemma	esprintar	
01930874-v	spa:lemma	conducir	
01930874-v	spa:lemma	guiar	
01930874-v	spa:lemma	manejar	
01931768-v	spa:lemma	dirigir	
01933900-v	spa:lemma	canalizar	
01933900-v	spa:lemma	dirigir	
01934427-v	spa:lemma	estacionar	
01934427-v	spa:lemma	aparcar	
01935104-v	spa:lemma	manejar	
01935476-v	spa:lemma	pedalear	
01938426-v	spa:lemma	esquiar	
01939037-v	spa:lemma	eslalon	
01940403-v	spa:lemma	volar	
01941093-v	spa:lemma	volar	
01941093-v	spa:lemma	hacer	
01941093-v	spa:lemma	volar	
01941093-v	spa:lemma	ir	
01941093-v	spa:lemma	volando	
01942347-v	spa:lemma	planear	
01942959-v	spa:lemma	planear	
01944252-v	spa:lemma	revolotear	
01944252-v	spa:lemma	levitar	
01945516-v	spa:lemma	navegar	
01945938-v	spa:lemma	barloventear	
01946996-v	spa:lemma	remar	
01948077-v	spa:lemma	surfear	
01948450-v	spa:lemma	hacer	
01948450-v	spa:lemma	windsurf	
01948450-v	spa:lemma	windsurfear	
01952898-v	spa:lemma	referir	
01953527-v	spa:lemma	sublimar	
01953810-v	spa:lemma	transportar	
01955127-v	spa:lemma	despachar	
01955508-v	spa:lemma	remitir	
01957529-v	spa:lemma	montar	
01959927-v	spa:lemma	galopar	
01960911-v	spa:lemma	nadar	
01962671-v	spa:lemma	bucear	
01963942-v	spa:lemma	saltar	
01966861-v	spa:lemma	saltar	
01968569-v	spa:lemma	subir	
01969084-v	spa:lemma	burbujear	
01969779-v	spa:lemma	salir	
01970646-v	spa:lemma	poner	
01970826-v	spa:lemma	descender	
01970826-v	spa:lemma	bajar	
01972298-v	spa:lemma	caer	
01972298-v	spa:lemma	caerse	
01972976-v	spa:lemma	romper	
01973125-v	spa:lemma	bajar	
01974062-v	spa:lemma	levantar	
01974062-v	spa:lemma	subir	
01974062-v	spa:lemma	alzar	
01974062-v	spa:lemma	elevar	
01974062-v	spa:lemma	traer	
01975587-v	spa:lemma	leudar	
01976089-v	spa:lemma	coger	
01976841-v	spa:lemma	caer	
01977701-v	spa:lemma	dejar	
01977701-v	spa:lemma	caer	
01978576-v	spa:lemma	bajarse	
01978576-v	spa:lemma	apearse	
01979901-v	spa:lemma	aterrizar	
01981036-v	spa:lemma	aterrizar	
01982866-v	spa:lemma	erigir	
01983134-v	spa:lemma	aumentar	
01983134-v	spa:lemma	incrementar	
01984902-v	spa:lemma	sesti	
01984902-v	spa:lemma	usesti	
01984902-v	spa:lemma	sentarse	
01985923-v	spa:lemma	hundir	
01986869-v	spa:lemma	hundir	
01989053-v	spa:lemma	derrumbarse	
01989053-v	spa:lemma	desplomarse	
01991472-v	spa:lemma	sumergir	
01994442-v	spa:lemma	alejarse	
01995549-v	spa:lemma	continuar	
01998125-v	spa:lemma	chupar	
01998125-v	spa:lemma	rueda	
01998125-v	spa:lemma	conducir	
01998125-v	spa:lemma	pegado	
01998125-v	spa:lemma	a	
01998125-v	spa:lemma	conducir	
01998125-v	spa:lemma	muy	
01998125-v	spa:lemma	cerca	
01998125-v	spa:lemma	de	
01998125-v	spa:lemma	otro	
01998125-v	spa:lemma	vehículo	
01998125-v	spa:lemma	conducir	
01998125-v	spa:lemma	sin	
01998125-v	spa:lemma	distancia	
01998125-v	spa:lemma	de	
01998125-v	spa:lemma	seguridad	
01998432-v	spa:lemma	seguir	
01999423-v	spa:lemma	liderar	
01999798-v	spa:lemma	llevar	
01999798-v	spa:lemma	conducir	
02000133-v	spa:lemma	llevar	
02000868-v	spa:lemma	perseguir	
02001858-v	spa:lemma	perseguir	
02003359-v	spa:lemma	desterrar	
02004009-v	spa:lemma	acechar	
02004009-v	spa:lemma	acosar	
02004874-v	spa:lemma	volver	
02004874-v	spa:lemma	regresar	
02005948-v	spa:lemma	llegar	
02005948-v	spa:lemma	arribar	
02007417-v	spa:lemma	acceder	
02008396-v	spa:lemma	irse	
02009433-v	spa:lemma	irse	
02009433-v	spa:lemma	salir	
02009433-v	spa:lemma	egresar	
02009433-v	spa:lemma	marcharse	
02010864-v	spa:lemma	irse	
02010864-v	spa:lemma	retirarse	
02010864-v	spa:lemma	marcharse	
02014165-v	spa:lemma	separar	
02014165-v	spa:lemma	partir	
02015598-v	spa:lemma	salir	
02015598-v	spa:lemma	partir	
02015598-v	spa:lemma	irse	
02016523-v	spa:lemma	entrar	
02018049-v	spa:lemma	abordar	
02018049-v	spa:lemma	embarcar	
02020237-v	spa:lemma	merodear	
02021773-v	spa:lemma	culminar	
02022486-v	spa:lemma	varar	
02022659-v	spa:lemma	perder	
02023107-v	spa:lemma	encontrar	
02023107-v	spa:lemma	encontrarse	
02023396-v	spa:lemma	cruzar	
02024508-v	spa:lemma	convenir	
02025009-v	spa:lemma	amontonar	
02025009-v	spa:lemma	aglomerar	
02025009-v	spa:lemma	agruparse	
02027226-v	spa:lemma	amontonarse	
02029805-v	spa:lemma	difractar	
02030424-v	spa:lemma	esparcir	
02030424-v	spa:lemma	disipar	
02030424-v	spa:lemma	dispersar	
02031158-v	spa:lemma	separar	
02032934-v	spa:lemma	concentrarse	
02033295-v	spa:lemma	virar	
02034511-v	spa:lemma	apartar	
02034671-v	spa:lemma	curvar	
02034671-v	spa:lemma	doblar	
02034671-v	spa:lemma	torcer	
02034671-v	spa:lemma	enchuecar	
02034986-v	spa:lemma	arquear	
02035425-v	spa:lemma	combar	
02040273-v	spa:lemma	doblar	
02040273-v	spa:lemma	inclinar	
02045043-v	spa:lemma	girar	
02045415-v	spa:lemma	voltear	
02049696-v	spa:lemma	rebasar	
02049696-v	spa:lemma	sobrepasar	
02049696-v	spa:lemma	adelantar	
02050132-v	spa:lemma	pasar	
02052476-v	spa:lemma	pasar	
02053941-v	spa:lemma	acercarse	
02053941-v	spa:lemma	aproximarse	
02058994-v	spa:lemma	apresurarse	
02058994-v	spa:lemma	darse	
02058994-v	spa:lemma	prisa	
02061069-v	spa:lemma	encoger	
02061846-v	spa:lemma	pendular	
02061846-v	spa:lemma	viajar	
02061846-v	spa:lemma	al	
02061846-v	spa:lemma	trabajo	
02061846-v	spa:lemma	viajar	
02061846-v	spa:lemma	del	
02061846-v	spa:lemma	trabajo	
02063988-v	spa:lemma	acurrucarse	
02063988-v	spa:lemma	encogerse	
02063988-v	spa:lemma	amilanarse	
02064131-v	spa:lemma	abarrotar	
02064131-v	spa:lemma	llenar	
02064887-v	spa:lemma	desviar	
02066939-v	spa:lemma	fluir	
02066939-v	spa:lemma	afluir	
02066939-v	spa:lemma	correr	
02070296-v	spa:lemma	verter	
02070874-v	spa:lemma	gotear	
02071142-v	spa:lemma	gotear	
02071974-v	spa:lemma	filtrar	
02071974-v	spa:lemma	exudar	
02071974-v	spa:lemma	segregar	
02074377-v	spa:lemma	evadir	
02074377-v	spa:lemma	eludir	
02074677-v	spa:lemma	escapar	
02075462-v	spa:lemma	huir	
02075764-v	spa:lemma	largarse	
02075764-v	spa:lemma	irse	
02077656-v	spa:lemma	traer	
02077656-v	spa:lemma	llevar	
02078294-v	spa:lemma	devolver	
02078591-v	spa:lemma	introducir	
02079933-v	spa:lemma	conducir	
02081946-v	spa:lemma	abultar	
02082690-v	spa:lemma	dispersar	
02083087-v	spa:lemma	abonar	
02083087-v	spa:lemma	estercolar	
02089420-v	spa:lemma	girar	
02090990-v	spa:lemma	deslizar	
02096167-v	spa:lemma	girar	
02102002-v	spa:lemma	recorrer	
02103162-v	spa:lemma	confiar	
02104373-v	spa:lemma	estrellar	
02104373-v	spa:lemma	destrozar	
02106506-v	spa:lemma	percibir	
02107248-v	spa:lemma	captar	
02108654-v	spa:lemma	recibir	
02114924-v	spa:lemma	desensibilizar	
02114924-v	spa:lemma	insensibilizar	
02116118-v	spa:lemma	revolver	
02116118-v	spa:lemma	agitar	
02116118-v	spa:lemma	arrebatar	
02117649-v	spa:lemma	alucinar	
02118242-v	spa:lemma	soñar	
02118476-v	spa:lemma	notar	
02118476-v	spa:lemma	tener	
02118476-v	spa:lemma	en	
02118476-v	spa:lemma	cuenta	
02118933-v	spa:lemma	observar	
02121511-v	spa:lemma	doler	
02122164-v	spa:lemma	doler	
02123672-v	spa:lemma	oler	
02124106-v	spa:lemma	heder	
02124106-v	spa:lemma	apestar	
02124748-v	spa:lemma	oler	
02124748-v	spa:lemma	husmear	
02126863-v	spa:lemma	desodorizar	
02129289-v	spa:lemma	ver	
02130524-v	spa:lemma	mirar	
02131777-v	spa:lemma	echar	
02131777-v	spa:lemma	un	
02131777-v	spa:lemma	vistazo	
02131777-v	spa:lemma	echar	
02131777-v	spa:lemma	una	
02131777-v	spa:lemma	mirada	
02131777-v	spa:lemma	echar	
02131777-v	spa:lemma	una	
02131777-v	spa:lemma	ojeada	
02132745-v	spa:lemma	observar	
02132745-v	spa:lemma	mirar	
02132745-v	spa:lemma	fijamente	
02133435-v	spa:lemma	parecer	
02134350-v	spa:lemma	sentir	
02134350-v	spa:lemma	creer	
02134672-v	spa:lemma	parecer	
02136754-v	spa:lemma	reflejar	
02137132-v	spa:lemma	mostrar	
02137710-v	spa:lemma	revelar	
02138766-v	spa:lemma	revelar	
02141973-v	spa:lemma	lucir	
02141973-v	spa:lemma	presumir	
02141973-v	spa:lemma	ostentar	
02142775-v	spa:lemma	posar	
02143283-v	spa:lemma	revelar	
02143283-v	spa:lemma	propalar	
02144835-v	spa:lemma	esconder	
02144835-v	spa:lemma	ocultar	
02145543-v	spa:lemma	esconder	
02145543-v	spa:lemma	ocultar	
02145814-v	spa:lemma	esconderse	
02147109-v	spa:lemma	esconder	
02147109-v	spa:lemma	ocultar	
02147109-v	spa:lemma	abrigar	
02147109-v	spa:lemma	cubrir	
02148109-v	spa:lemma	encubrir	
02150192-v	spa:lemma	auscultar	
02150510-v	spa:lemma	mirar	
02151966-v	spa:lemma	tener	
02151966-v	spa:lemma	cuidado	
02153387-v	spa:lemma	escrutar	
02153387-v	spa:lemma	examinar	
02153709-v	spa:lemma	buscar	
02153709-v	spa:lemma	sondear	
02153709-v	spa:lemma	buscando	
02154180-v	spa:lemma	posibilidad	
02154508-v	spa:lemma	detectar	
02158896-v	spa:lemma	camuflar	
02158896-v	spa:lemma	camuflajear	
02159427-v	spa:lemma	guiar	
02159890-v	spa:lemma	destellar	
02159890-v	spa:lemma	parpadear	
02159890-v	spa:lemma	titilar	
02160944-v	spa:lemma	fulgir	
02160944-v	spa:lemma	fulgurar	
02160944-v	spa:lemma	iluminar	
02160944-v	spa:lemma	brillar	
02160944-v	spa:lemma	arder	
02160944-v	spa:lemma	resplandecer	
02160944-v	spa:lemma	estar	
02160944-v	spa:lemma	al	
02160944-v	spa:lemma	rojo	
02160944-v	spa:lemma	vivo	
02161530-v	spa:lemma	brillar	
02163301-v	spa:lemma	controlar	
02163746-v	spa:lemma	avistar	
02165146-v	spa:lemma	husmear	
02165146-v	spa:lemma	espiar	
02167435-v	spa:lemma	cuidar	
02167435-v	spa:lemma	de	
02168194-v	spa:lemma	cegar	
02169702-v	spa:lemma	oír	
02169891-v	spa:lemma	escuchar	
02172683-v	spa:lemma	hacer	
02172683-v	spa:lemma	un	
02172683-v	spa:lemma	ruido	
02172683-v	spa:lemma	metálico	
02175384-v	spa:lemma	crepitar	
02175958-v	spa:lemma	resonar	
02177661-v	spa:lemma	piar	
02179518-v	spa:lemma	sonar	
02179518-v	spa:lemma	parecer	
02180362-v	spa:lemma	rasguear	
02180898-v	spa:lemma	sonar	
02184610-v	spa:lemma	golpear	
02184610-v	spa:lemma	azotar	
02189940-v	spa:lemma	ensordecer	
02191311-v	spa:lemma	amortiguar	
02191766-v	spa:lemma	adobar	
02191766-v	spa:lemma	aliñar	
02191766-v	spa:lemma	condimentar	
02191766-v	spa:lemma	sazonar	
02192570-v	spa:lemma	aliñar	
02192570-v	spa:lemma	condimentar	
02192570-v	spa:lemma	sazonar	
02192570-v	spa:lemma	aderezar	
02194913-v	spa:lemma	repugnar	
02195470-v	spa:lemma	azucarar	
02195951-v	spa:lemma	endulzar	
02195951-v	spa:lemma	azucarar	
02196214-v	spa:lemma	salar	
02196690-v	spa:lemma	acidificar	
02197360-v	spa:lemma	correrse	
02199590-v	spa:lemma	dar	
02199590-v	spa:lemma	entregar	
02200686-v	spa:lemma	regalar	
02200686-v	spa:lemma	dar	
02201644-v	spa:lemma	distribuir	
02201975-v	spa:lemma	rifar	
02202384-v	spa:lemma	guardar	
02202384-v	spa:lemma	quedar	
02204094-v	spa:lemma	guardar	
02204094-v	spa:lemma	mantener	
02204242-v	spa:lemma	monopolizar	
02204692-v	spa:lemma	tener	
02204692-v	spa:lemma	poseer	
02205272-v	spa:lemma	tomar	
02207206-v	spa:lemma	comprar	
02208537-v	spa:lemma	alquilar	
02208537-v	spa:lemma	arrendar	
02208537-v	spa:lemma	rentar	
02208903-v	spa:lemma	alquilar	
02208903-v	spa:lemma	arrendar	
02209261-v	spa:lemma	subarrendar	
02210119-v	spa:lemma	recibir	
02210855-v	spa:lemma	adquirir	
02212825-v	spa:lemma	negar	
02215001-v	spa:lemma	retener	
02217011-v	spa:lemma	subvencionar	
02217011-v	spa:lemma	subsidiar	
02217266-v	spa:lemma	financiar	
02219940-v	spa:lemma	patrocinar	
02220461-v	spa:lemma	transferir	
02221010-v	spa:lemma	alienar	
02221635-v	spa:lemma	pasar	
02222318-v	spa:lemma	desechar	
02222318-v	spa:lemma	descartar	
02222318-v	spa:lemma	tirar	
02222318-v	spa:lemma	echar	
02222318-v	spa:lemma	naufragar	
02224055-v	spa:lemma	deshacerse	
02224055-v	spa:lemma	quitar	
02226380-v	spa:lemma	terraplenar	
02226981-v	spa:lemma	embalsamar	
02228031-v	spa:lemma	abandonar	
02228698-v	spa:lemma	asignar	
02229055-v	spa:lemma	heredar	
02229055-v	spa:lemma	legar	
02229055-v	spa:lemma	dejar	
02229055-v	spa:lemma	ceder	
02230772-v	spa:lemma	dar	
02230772-v	spa:lemma	pasar	
02230772-v	spa:lemma	entregar	
02231473-v	spa:lemma	pasar	
02231910-v	spa:lemma	cargar	
02232190-v	spa:lemma	transferir	
02233704-v	spa:lemma	descargar	
02233704-v	spa:lemma	bajar	
02233898-v	spa:lemma	subir	
02234087-v	spa:lemma	distribuir	
02234087-v	spa:lemma	repartir	
02235229-v	spa:lemma	rendirse	
02235229-v	spa:lemma	entregar	
02236124-v	spa:lemma	aceptar	
02236624-v	spa:lemma	aceptar	
02236888-v	spa:lemma	repostar	
02236888-v	spa:lemma	llenar	
02236888-v	spa:lemma	el	
02236888-v	spa:lemma	tanque	
02237338-v	spa:lemma	rechazar	
02237338-v	spa:lemma	rehusar	
02238085-v	spa:lemma	obtener	
02241107-v	spa:lemma	exprimir	
02242464-v	spa:lemma	vender	
02244773-v	spa:lemma	subastar	
02244773-v	spa:lemma	rematar	
02244956-v	spa:lemma	comerciar	
02246456-v	spa:lemma	repartir	
02247390-v	spa:lemma	venderse	
02247977-v	spa:lemma	recuperar	
02248465-v	spa:lemma	encontrar	
02248465-v	spa:lemma	hallar	
02250467-v	spa:lemma	ir	
02250467-v	spa:lemma	a	
02250467-v	spa:lemma	escote	
02251743-v	spa:lemma	pagar	
02253456-v	spa:lemma	compensar	
02253956-v	spa:lemma	estar	
02253956-v	spa:lemma	en	
02253956-v	spa:lemma	deuda	
02253956-v	spa:lemma	deber	
02253956-v	spa:lemma	adeudar	
02254923-v	spa:lemma	rebotar	
02255462-v	spa:lemma	permitir	
02255462-v	spa:lemma	conceder	
02256109-v	spa:lemma	valorar	
02257767-v	spa:lemma	sustituir	
02257767-v	spa:lemma	substituir	
02257767-v	spa:lemma	reemplazar	
02259005-v	spa:lemma	intercambiar	
02259005-v	spa:lemma	cambiar	
02259241-v	spa:lemma	trocar	
02259547-v	spa:lemma	regatear	
02259547-v	spa:lemma	escatimar	
02259829-v	spa:lemma	regatear	
02261888-v	spa:lemma	presentar	
02263027-v	spa:lemma	donar	
02263346-v	spa:lemma	acordar	
02263346-v	spa:lemma	conceder	
02263346-v	spa:lemma	conferir	
02264075-v	spa:lemma	bendecir	
