# Wiktionary	roh	http://wiktionary.org/	CC BY-SA
06954048-n	roh:lemma	danais	
06909478-n	roh:lemma	dakota	
06909571-n	roh:lemma	delaware	
06998322-n	roh:lemma	dinka	
06997587-n	roh:lemma	ewe	
06976392-n	roh:lemma	grec	
06968454-n	roh:lemma	elamitic	
06947032-n	roh:lemma	englais	
06948761-n	roh:lemma	englais	
06895791-n	roh:lemma	esperanto	
06966825-n	roh:lemma	spagnol	
06957896-n	roh:lemma	eston	
06966695-n	roh:lemma	basc	
06974127-n	roh:lemma	persian	
06992929-n	roh:lemma	fang	
06958255-n	roh:lemma	finlandais	
06939756-n	roh:lemma	filippino	
06938623-n	roh:lemma	fidschian	
06955087-n	roh:lemma	ferrais	
06964901-n	roh:lemma	franzos	
06965961-n	roh:lemma	franzos	
06965580-n	roh:lemma	franzos	
06967935-n	roh:lemma	friulan	
06960778-n	roh:lemma	irlandais	
06961122-n	roh:lemma	gaelic	
06966454-n	roh:lemma	galician	
06917280-n	roh:lemma	guarani	
06980971-n	roh:lemma	gondi	
06955706-n	roh:lemma	gotic	
06977434-n	roh:lemma	grec	
06971454-n	roh:lemma	gujarati	
06961221-n	roh:lemma	manx	
06982697-n	roh:lemma	haussa	
06910238-n	roh:lemma	haida	
06938493-n	roh:lemma	hawaian	
06987124-n	roh:lemma	ebraic	
06970103-n	roh:lemma	hindi	
06975902-n	roh:lemma	ettitic	
06937098-n	roh:lemma	hmong	
06958836-n	roh:lemma	ungarais	
06919818-n	roh:lemma	hupa	
06942699-n	roh:lemma	armen	
06993225-n	roh:lemma	herero	
06896304-n	roh:lemma	interlingua	
06939198-n	roh:lemma	indonais	
06896500-n	roh:lemma	ido	
06916803-n	roh:lemma	linguas	
06954183-n	roh:lemma	islandais	
06964247-n	roh:lemma	talian	
06939431-n	roh:lemma	javanais	
06978766-n	roh:lemma	georgian	
06933022-n	roh:lemma	kachin	
06993348-n	roh:lemma	kamba	
06932130-n	roh:lemma	karen	
06993719-n	roh:lemma	kongo	
06927128-n	roh:lemma	casac	
06937348-n	roh:lemma	cambodschan	
06979957-n	roh:lemma	kannada	
06929171-n	roh:lemma	corean	
06958063-n	roh:lemma	carelian	
06972874-n	roh:lemma	kashmiri	
06974558-n	roh:lemma	curd	
06957042-n	roh:lemma	komi	
06961681-n	roh:lemma	cornic	
06927736-n	roh:lemma	kirghis	
06962600-n	roh:lemma	latin	
06967282-n	roh:lemma	ladino	
06935594-n	roh:lemma	laot	
06946199-n	roh:lemma	lituan	
06998392-n	roh:lemma	luo	
06946355-n	roh:lemma	letton	
06937531-n	roh:lemma	austronesian	
06998460-n	roh:lemma	masai	
06961033-n	roh:lemma	irlandais	
06938386-n	roh:lemma	maori	
06910868-n	roh:lemma	micmac	
06945473-n	roh:lemma	macedon	
06980175-n	roh:lemma	malayalam	
06928839-n	roh:lemma	mongolic	
06928744-n	roh:lemma	manchu	
06916313-n	roh:lemma	mohawk	
06971281-n	roh:lemma	marathi	
06939051-n	roh:lemma	malaic	
06988913-n	roh:lemma	maltais	
06932435-n	roh:lemma	birman	
06919215-n	roh:lemma	lingau	
06918832-n	roh:lemma	nahuatl	
06952249-n	roh:lemma	bass	
06972985-n	roh:lemma	nepalais	
06934020-n	roh:lemma	newari	
06952572-n	roh:lemma	ollandais	
06952705-n	roh:lemma	flam	
06954303-n	roh:lemma	norvegiais	
06953167-n	roh:lemma	nordic	
06919712-n	roh:lemma	navajo	
06994918-n	roh:lemma	nyamwezi	
06966190-n	roh:lemma	occitan	
06911366-n	roh:lemma	ojibwa	
06971123-n	roh:lemma	oriya	
06911575-n	roh:lemma	osage	
06971605-n	roh:lemma	punjabi	
06974846-n	roh:lemma	pahlavi	
06989473-n	roh:lemma	fenizian	
06973334-n	roh:lemma	pali	
06944720-n	roh:lemma	polac	
06975132-n	roh:lemma	paschto	
06966310-n	roh:lemma	portugais	
06917083-n	roh:lemma	quechua	
06968174-n	roh:lemma	rumantsch	
06968343-n	roh:lemma	rumen	
06969822-n	roh:lemma	romani	
06944348-n	roh:lemma	russ	
06993573-n	roh:lemma	kinyarwanda	
06969129-n	roh:lemma	sanscrit	
06964600-n	roh:lemma	sard	
06950209-n	roh:lemma	scot	
06969705-n	roh:lemma	sindhi	
06960180-n	roh:lemma	selkup	
06906028-n	roh:lemma	sango	
06960948-n	roh:lemma	irlandais	
06945095-n	roh:lemma	serbo-croat	
06935223-n	roh:lemma	shan	
06971741-n	roh:lemma	singalais	
06920129-n	roh:lemma	linguas	
06930934-n	roh:lemma	linguas	
06944820-n	roh:lemma	slovac	
06995135-n	roh:lemma	shona	
06991004-n	roh:lemma	somali	
06998631-n	roh:lemma	songhai	
06996755-n	roh:lemma	serer	
06939542-n	roh:lemma	sundanais	
06954925-n	roh:lemma	svedais	
06995792-n	roh:lemma	suahili	
06980315-n	roh:lemma	tamil	
06980721-n	roh:lemma	telugu	
06974390-n	roh:lemma	tadjik	
06936149-n	roh:lemma	tailandais	
06926889-n	roh:lemma	turkmen	
06940001-n	roh:lemma	tagalog	
06913025-n	roh:lemma	tlingit	
06995664-n	roh:lemma	tswana	
06938190-n	roh:lemma	tonga	
06926798-n	roh:lemma	tirc	
06925644-n	roh:lemma	tsimshian	
06927228-n	roh:lemma	tatar	
06926212-n	roh:lemma	linguas	
06938294-n	roh:lemma	tahitian	
06956794-n	roh:lemma	udmurt	
06927486-n	roh:lemma	uiguric	
06989769-n	roh:lemma	ugaritic	
06944623-n	roh:lemma	ucranais	
06995439-n	roh:lemma	mbundu	
06969916-n	roh:lemma	urdu	
06927363-n	roh:lemma	usbec	
06937229-n	roh:lemma	vietnamais	
06898129-n	roh:lemma	volapuk	
06966070-n	roh:lemma	vallon	
06914423-n	roh:lemma	linguas	
06996894-n	roh:lemma	wolof	
06994700-n	roh:lemma	xhosa	
06951067-n	roh:lemma	jiddic	
06997368-n	roh:lemma	yoruba	
06936379-n	roh:lemma	zhuang	
06919122-n	roh:lemma	zapotec	
06929742-n	roh:lemma	chinais	
06994792-n	roh:lemma	zulu	
06352117-n	roh:lemma	armen	
06352301-n	roh:lemma	avestic	
06352618-n	roh:lemma	brahmi	
06362792-n	roh:lemma	scrittira	
06499796-n	roh:lemma	cirillic	
06352782-n	roh:lemma	devanagari	
06361934-n	roh:lemma	linear	
06362059-n	roh:lemma	linear	
06500639-n	roh:lemma	alfabet	
06808720-n	roh:lemma	notaziun	
09189411-n	roh:lemma	Africa	
09372504-n	roh:lemma	America	
09440400-n	roh:lemma	America	
08835875-n	roh:lemma	Oceania	
08735705-n	roh:lemma	America	
09195615-n	roh:lemma	America	
09044862-n	roh:lemma	America	
08709038-n	roh:lemma	Caribica	
08836630-n	roh:lemma	Melanesia	
08841667-n	roh:lemma	Polinesia	
09207288-n	roh:lemma	Asia	
09022831-n	roh:lemma	America	
09023118-n	roh:lemma	Andorra	
08703454-n	roh:lemma	Afghanistan	
08709704-n	roh:lemma	Antigua	
08708742-n	roh:lemma	Anguilla	
08704822-n	roh:lemma	Albania	
09017526-n	roh:lemma	Armenia	
08748499-n	roh:lemma	Antillas	
08707917-n	roh:lemma	Angola	
09198106-n	roh:lemma	Antarctica	
08991878-n	roh:lemma	Samoa	
09211266-n	roh:lemma	Australia	
08831004-n	roh:lemma	Australia	
08748794-n	roh:lemma	Aruba	
09018162-n	roh:lemma	Aserbaidschan	
08817630-n	roh:lemma	Bosnia	
08755436-n	roh:lemma	Barbados	
08755214-n	roh:lemma	Barbados	
08848731-n	roh:lemma	Bangladesch	
08896440-n	roh:lemma	Burkina	
08714132-n	roh:lemma	Bulgaria	
08848094-n	roh:lemma	Bahrain	
08848421-n	roh:lemma	Bahrain	
08716219-n	roh:lemma	Burundi	
08759420-n	roh:lemma	Benin	
08710678-n	roh:lemma	Bermudas	
08896092-n	roh:lemma	Brunei	
08852843-n	roh:lemma	Bolivia	
08853741-n	roh:lemma	Brasila	
08847268-n	roh:lemma	Bahamas	
08852209-n	roh:lemma	Bhutan	
08711143-n	roh:lemma	Insla	
08852389-n	roh:lemma	Botswana	
09011151-n	roh:lemma	Bielorussia	
08737521-n	roh:lemma	Belize	
08820121-n	roh:lemma	Canada	
08736517-n	roh:lemma	Costa	
08720481-n	roh:lemma	Chile	
08717209-n	roh:lemma	Camerun	
08730550-n	roh:lemma	China	
08723006-n	roh:lemma	China	
08732116-n	roh:lemma	Columbia	
08736107-n	roh:lemma	Costa	
08816236-n	roh:lemma	Serbia	
08750151-n	roh:lemma	Cuba	
08750334-n	roh:lemma	Cuba	
08717915-n	roh:lemma	Cap	
08768647-n	roh:lemma	Germania	
08766988-n	roh:lemma	Germania	
08762823-n	roh:lemma	Dschibuti	
08762495-n	roh:lemma	Dschibuti	
08761244-n	roh:lemma	Danemarc	
08763193-n	roh:lemma	Dominica	
08763010-n	roh:lemma	Dominica	
08776687-n	roh:lemma	Ecuador	
09012297-n	roh:lemma	Estonia	
08970833-n	roh:lemma	Sahara	
08777544-n	roh:lemma	Eritrea	
08778061-n	roh:lemma	Etiopia	
08779149-n	roh:lemma	Fidschi	
08837048-n	roh:lemma	Micronesia	
08836886-n	roh:lemma	Micronesia	
08945529-n	roh:lemma	Gabun	
08860123-n	roh:lemma	Reginavel	
08946909-n	roh:lemma	Grenada	
09076421-n	roh:lemma	Georgia	
09018848-n	roh:lemma	Georgia	
09075842-n	roh:lemma	Georgia	
08946187-n	roh:lemma	Ghana	
08819397-n	roh:lemma	Grönlanda	
08945821-n	roh:lemma	Gambia	
08751126-n	roh:lemma	Guadeloupe	
08782319-n	roh:lemma	Grezia	
08780881-n	roh:lemma	Grezia	
08737041-n	roh:lemma	Guatemala	
08838319-n	roh:lemma	Guam	
08947772-n	roh:lemma	Guinea-Bissau	
08948346-n	roh:lemma	Guyana	
08731148-n	roh:lemma	Regiun	
08737716-n	roh:lemma	Honduras	
08815858-n	roh:lemma	Croazia	
08751494-n	roh:lemma	Haiti	
08751317-n	roh:lemma	Haiti	
08952190-n	roh:lemma	Ungaria	
08907606-n	roh:lemma	Indonesia	
08792548-n	roh:lemma	Israel	
08792295-n	roh:lemma	Israel	
08887716-n	roh:lemma	Insla	
08900535-n	roh:lemma	India	
08913434-n	roh:lemma	Irac	
08910668-n	roh:lemma	Iran	
08801678-n	roh:lemma	Italia	
09112282-n	roh:lemma	Jersey	
08927186-n	roh:lemma	Jordania	
08928193-n	roh:lemma	Kenia	
09020440-n	roh:lemma	Kirghisistan	
08840749-n	roh:lemma	Kiribati	
08733897-n	roh:lemma	Comoras	
08987423-n	roh:lemma	Saint	
08929555-n	roh:lemma	Kuwait	
08929243-n	roh:lemma	Kuwait	
09019726-n	roh:lemma	Kasachstan	
08956760-n	roh:lemma	Laos	
08957381-n	roh:lemma	Libanon	
08988453-n	roh:lemma	Saint	
08988609-n	roh:lemma	Saint	
08960548-n	roh:lemma	Liechtenstein	
08719100-n	roh:lemma	Sri	
08959254-n	roh:lemma	Liberia	
08958830-n	roh:lemma	Lesotho	
09013830-n	roh:lemma	Lituania	
08960987-n	roh:lemma	Luxemburg	
08961402-n	roh:lemma	Luxemburg	
09013074-n	roh:lemma	Lettonia	
08959683-n	roh:lemma	Libia	
08969291-n	roh:lemma	Maroc	
08967868-n	roh:lemma	Monaco	
09014586-n	roh:lemma	Moldavia	
08817235-n	roh:lemma	Montenegro	
08749650-n	roh:lemma	Saint	
08962187-n	roh:lemma	Madagascar	
08961970-n	roh:lemma	Madagascar	
08915372-n	roh:lemma	Macedonia	
08961630-n	roh:lemma	Macedonia	
08965598-n	roh:lemma	Mali	
08715390-n	roh:lemma	Myanmar	
08968879-n	roh:lemma	Mongolia	
08968677-n	roh:lemma	Mongolia	
08731423-n	roh:lemma	Regiun	
08943242-n	roh:lemma	Martinique	
08966820-n	roh:lemma	Mauretania	
08711300-n	roh:lemma	Montserrat	
08966408-n	roh:lemma	Malta	
08966239-n	roh:lemma	Malta	
08967329-n	roh:lemma	Mauritius	
08967484-n	roh:lemma	Mauritius	
08965055-n	roh:lemma	Maldivas	
08965251-n	roh:lemma	Maldivas	
08962610-n	roh:lemma	Malawi	
08963369-n	roh:lemma	Malaisia	
08971025-n	roh:lemma	Mosambic	
08699654-n	roh:lemma	Namibia	
08844108-n	roh:lemma	Nova	
08973330-n	roh:lemma	Niger	
08835188-n	roh:lemma	Insla	
08973776-n	roh:lemma	Nigeria	
08738820-n	roh:lemma	Nicaragua	
08949093-n	roh:lemma	Pajais	
08764107-n	roh:lemma	Norvegia	
08906374-n	roh:lemma	Nepal	
08841483-n	roh:lemma	Nauru	
08841209-n	roh:lemma	Nauru	
08971914-n	roh:lemma	Nova	
08972521-n	roh:lemma	Nova	
08975106-n	roh:lemma	Oman	
08739206-n	roh:lemma	Panama	
08979054-n	roh:lemma	Peru	
08989697-n	roh:lemma	Polinesia	
08844557-n	roh:lemma	Papua	
08975902-n	roh:lemma	Pakistan	
08752814-n	roh:lemma	Puerto	
08752974-n	roh:lemma	Puerto	
08984788-n	roh:lemma	Portugal	
08977948-n	roh:lemma	Palau	
08978161-n	roh:lemma	Palau	
08978343-n	roh:lemma	Paraguai	
08986905-n	roh:lemma	Katar	
08986691-n	roh:lemma	Katar	
08813978-n	roh:lemma	Rumenia	
08816969-n	roh:lemma	Serbia	
09003284-n	roh:lemma	Russia	
09006413-n	roh:lemma	Russia	
09002814-n	roh:lemma	Russia	
09007723-n	roh:lemma	Russia	
08815046-n	roh:lemma	Ruanda	
08993288-n	roh:lemma	Arabia	
08997976-n	roh:lemma	Salomonas	
08998233-n	roh:lemma	Salomonas	
08996284-n	roh:lemma	Seychellas	
08996483-n	roh:lemma	Seychellas	
09029242-n	roh:lemma	Sudan	
09029457-n	roh:lemma	Sudan	
08997487-n	roh:lemma	Singapur	
08997310-n	roh:lemma	Singapur	
08997801-n	roh:lemma	Singapur	
08818444-n	roh:lemma	Slovenia	
08759013-n	roh:lemma	Slovachia	
08996871-n	roh:lemma	Sierra	
08992181-n	roh:lemma	San	
08992508-n	roh:lemma	San	
08995862-n	roh:lemma	Senegal	
08998560-n	roh:lemma	Somalia	
09030752-n	roh:lemma	Surinam	
09003284-n	roh:lemma	Uniun	
08738272-n	roh:lemma	El	
09033333-n	roh:lemma	Siria	
09031233-n	roh:lemma	Swaziland	
08720037-n	roh:lemma	Tschad	
08759986-n	roh:lemma	Togo	
09036452-n	roh:lemma	Tailanda	
09020961-n	roh:lemma	Tadschikistan	
09021503-n	roh:lemma	Turkmenistan	
09037394-n	roh:lemma	Tunesia	
09037133-n	roh:lemma	Tonga	
08756202-n	roh:lemma	Trinidad	
08840374-n	roh:lemma	Tuvalu	
08840200-n	roh:lemma	Tuvalu	
08730550-n	roh:lemma	Taiwan	
08730354-n	roh:lemma	Taiwan	
09014979-n	roh:lemma	Ucraina	
09043052-n	roh:lemma	Uganda	
09160295-n	roh:lemma	Uruguay	
09022265-n	roh:lemma	Usbekistan	
09161452-n	roh:lemma	Citad	
08989031-n	roh:lemma	Saint	
09161803-n	roh:lemma	Venezuela	
09163192-n	roh:lemma	Vietnam	
09160775-n	roh:lemma	Vanuatu	
08991182-n	roh:lemma	Samoa	
08991491-n	roh:lemma	Samoa	
09164561-n	roh:lemma	Jemen	
08999482-n	roh:lemma	Africa	
09165613-n	roh:lemma	Sambia	
09167101-n	roh:lemma	Simbabwe	
08632096-n	roh:lemma	Regiun	
15210045-n	roh:lemma	schan	
15210486-n	roh:lemma	favr	
15211189-n	roh:lemma	avr	
15211806-n	roh:lemma	zercl	
15212167-n	roh:lemma	fan	
15212739-n	roh:lemma	sett	
15213115-n	roh:lemma	oct	
15213774-n	roh:lemma	dec	
15211189-n	roh:lemma	avrigl	
15163797-n	roh:lemma	du	
15163979-n	roh:lemma	gli	
15164105-n	roh:lemma	ma	
15164233-n	roh:lemma	me	
15164354-n	roh:lemma	gie	
15164463-n	roh:lemma	ve	
15164570-n	roh:lemma	so	
15164233-n	roh:lemma	mesemna	
00130518-s	roh:lemma	am	
00130701-s	roh:lemma	sm	
